text,sentiment_real,sentiment_previsto
"@usairways app bad, feel bad.",negative,negative
@united ua63 madrid arrived agent mass confusion sent fro 3 ua employees. maryjo rude unhelpful.,negative,negative
@southwestair @fortunemagazine friendliest employees,positive,positive
@united lost voucher given miami aeroport jan 26. use it.,neutral,negative
@southwestair hello - hold extremely long time. confirmation # &amp; can't get boarding pass. tried numerous times!!,negative,negative
@united did. took hour half though,negative,negative
@usairways pregnant lady's hoping &amp;praying hubbys flight bwi gets ground! i'd like get baby does!,neutral,negative
@southwestair cx'ed almost entire east coast flights planes taking traveling fine need get nev asap,negative,negative
@usairways every time call i'm hold 45 min get disconnected. way someone help?,negative,negative
@united well someone tell employees denver baggage claim. still bag!!!!,negative,negative
@southwestair @imaginedragons pick someone destination dragons?,neutral,neutral
@americanair that's 16+ extra hours travel time. missed vacation time guys messing professional life.,negative,negative
"@southwestair redeem-points packages magically gone time finally got @ 10:01, felt like #baitandswitch",negative,negative
@southwestair dates fly go past august 7 2015?,neutral,neutral
@americanair second pic cdg?,neutral,negative
@united never held plane me? #hourdelay #multipledooropeningandclosing #dangerofgettingsnowedin,negative,negative
"@usairways @americanair ""ma'am doors close 10 mins prior departure"" ""but 20 mins before?!?"" laughter 2 agents",negative,negative
@americanair misplaced bag 36 hr ago can't tell is. i've lost $1000 stuff :( #americanairlines #unamericanairlines,negative,negative
"@united hi again, updates here?",neutral,negative
@southwestair @clinicpolly thank you-- may already responded 8uxzj2,neutral,positive
@americanair worst air experience ever first plane yet.,negative,negative
"@southwestair wife hold 90 minutes....i get weather bad, insane. #customerservice #customerloyalty",negative,negative
@united thanks finally made it.. missed meetings now?,negative,negative
@americanair cancelled flighted flight tomorrow morning 800 number nothing! please! want go home!,negative,negative
@southwestair flight 2/22 @930 fort lauderdale bwi.. cancelled flight flight ? flight 3458 trip i'd 314505529,neutral,negative
@southwestair airline flying bna today?,negative,negative
@southwestair mean tsa precheck show mobile boarding pass? ktn linked account.,negative,neutral
@jetblue thanks!,positive,positive
@southwestair landed phl. row 9 window cover n366sw could use luv. http://t.co/wqzztiemx0,negative,negative
@usairways work hard making sure things flow smoothly. keeping positive.,positive,positive
"@usairways chairman preferred 518,758 lifetime miles. us air reward, #firstclass upgrades @americanair usual.",negative,negative
"@usairways families longer get early boarding young kids? american, new parent, gives us...",negative,negative
"@united jh, thanks much reaching out. able get assistance waiting 70 minutes.",negative,negative
@usairways i've hold one hour four minutes reservations line. possibly business way?,negative,negative
@united got email cust. care issue offering voucher. claim that? emailed back got reply. dm,neutral,negative
@virginamerica thanks guys! sweet route rockies #airplanemodewason,positive,positive
@jetblue flt 1202 delayed?,neutral,negative
@usairways priv chat help chairman reroute,neutral,negative
.@jetblue thanks making effort. credit credit due: flight 795 delayed 5 hours instead 8 hours. #fwiw #loweredexpectations,negative,negative
@southwestair needs train employees lease somewhat empathetic lose luggage. monika mwa needs pr lesson,negative,negative
@jetblue updates anything! know issue front wheels locked.,negative,negative
@southwestair way dm you?,neutral,neutral
@virginamerica dream http://t.co/oa2drfaoq2 http://t.co/lwwdac2khx,neutral,neutral
@united think boarded flight au1066 early? think so.,negative,negative
"@americanair flight vcp jfk delayed cancelled flighted, do?",negative,negative
@americanair flight cancelled flightled called said they'd call back 1:36. hung saying wait 2 hrs!!,negative,negative
"@americanair thanks. two hours go inflight, hotel. hang dfw travel delays aa team.",negative,negative
"@usairways going manchester, uk i'm going miss wedding. going rebook too? chosen cancelled flight flight??",negative,negative
@united united flight ua3774 two delays cancelled flightled explanation &amp; flights norfolk booked. renting car.,negative,negative
"@americanair trying desperately rebook moms flight. waited 10 hours callback, got disconnected didn’t call back. #help",negative,negative
@southwestair little surprised early bird got b15 den kc now. worst i've had. what's up?,negative,negative
@united monday evening.,negative,negative
@americanair system always hangs me?,negative,negative
@americanair @dai_president good luck dfw evening aa!,positive,negative
@usairways website give correct info said bag miami key west entire time..i got run around 2 days,negative,negative
@americanair mad love http://t.co/4ojrsdwpkk nyc-,positive,neutral
@jetblue gary serving us fll airport counter really true blue! makes feel home even jetblue flight delayedl,positive,negative
@southwestair @fortunemagazine love sw forever😃💕😍⤴⤴,positive,positive
@southwestair please expedite missing bag claim #3526665682. thanks!,neutral,negative
@southwestair all. rerouted snowy bwi trying figure get here. dealing baggage troubles.,negative,negative
"@usairways need apologies unfortunate situation . date, i've landed suppose land 5",negative,negative
@virginamerica need register service dog first class ticket sfo &gt; dulles. phone queue hour longer. pls advise,negative,negative
@virginamerica start 5xweekly #a319 flights #dallas @dallaslovefield #austin 28apr #avgeek,neutral,neutral
@jetblue worries. time flew terminal we're taking off. thanks again!,positive,positive
@usairways yes lost whole day. frustrating!! #poor customer service,negative,negative
@americanair thanks responding ... do!,positive,positive
@southwestair left something plane landing midway last night responsible adult -- got number call? ty!,neutral,negative
"@united appropriate ask public (hence dm). united employee, new answer. process hassle cancelled flighted.",negative,negative
@americanair hi aa ! placed itin hold expire 2/27.just logged acct..its gone! seat released inv. help?,negative,neutral
@united gives belfast #hug new unmissable #bushug format #impact #busads #thinkbus @belfastairport http://t.co/avbdstjujs,neutral,neutral
@southwestair could tell upgrades available flight stl tomorrow morning.,neutral,neutral
@usairways another bad experience today. frozen pipes 597. missing connection.,negative,negative
@usairways dm possible following me?,neutral,neutral
"@united ""we like hearing you."" replied tweet and/or email yet? https://t.co/caf2cx3gfi",negative,neutral
"@usairways almost 4 hours coin now. understand higher call volume, unacceptable.",negative,negative
"@albertbreer know complain ;-) rt @usairways: reminder: 2/28, we’ll tweeting @americanair.",neutral,neutral
@americanair key point confusion whether make change even though initial flight booking problems us airways metal?,neutral,neutral
@usairways thank you! tried said it. anywhere else try?,positive,negative
@united followed dm'd,neutral,neutral
@usairways plane ground longer air. us5235,negative,negative
@southwestair one bags make destination. claim ticket. way help status location?,negative,negative
@united time give 1k status switch @delta - terrible can't even describe.,negative,negative
"@usairways nothing usair cc point, email stated would charged. thanks reply.",neutral,negative
@united much ski bag cost check? bag contains 1 pair skis one pair poles,neutral,negative
@united trying break world record delayed flights year?,negative,negative
@jetblue please come indianapolis!,positive,neutral
@united what's hold flight 6475 slc den??,negative,negative
@usairways looks like lost another customer stranded @41cgqueen clt vows never fly #smoothtransition,negative,negative
"@virginamerica moved seat notice. ""better seat"" cabin select behind row selected👎 #disappointed",negative,negative
@southwestair wife trying get group clients destination got disconnected after2 hours holding. help.,negative,negative
@jetblue trading customer experience short term $$. sad (previous?) loyal customer. https://t.co/dfmvmibh4x,negative,negative
@jetblue ..... crew gate.,negative,negative
"@united thank wasting time &amp; money. arrive 5 hours late flight destination, but...",negative,negative
@southwestair hooking us getting us tampa flight cancelled flightled morning #grateful #businesstrip,negative,negative
"@americanair so, next exactly?!",neutral,negative
"@southwestair oh gosh seriously?! made day, week, year!!! one appreciate me!!!",positive,positive
"@jetblue basically stole glasses, can't drive see classes they're answering phone calls. #thanksjetblue",negative,negative
@united 3 hours...at point let people plane? @foxnews @cnn @msnbc,negative,negative
@united idea: u want us frustrated cancelled flight flights crew overflowed toilet. get plumber,negative,negative
@usairways great. called fucking phone number hung,negative,negative
"@united even multiplier ticket price still never equal amount miles travel, even transatlantic flights!",neutral,negative
@jetblue deleted tweet one wonderful employees swooped help--faith restored. one good ones. 👍,positive,positive
@usairways easily ridiculous experience trying spend money company.,negative,negative
@united day travel. #swag #ijustwanttosleep,neutral,negative
@southwestair finally thx,positive,positive
@jetblue would go italy visit relatives see house dad left passed.,neutral,neutral
@united never heard this? http://t.co/qdebyahqfm,negative,negative
"@united speaking flight, skateboards allowed carry bagage right? extra payment needed?",neutral,negative
@united made upgrade list. fly 1st tomorrow (for 40 min) first time ever! 🙌 #statusmatchpaidoff http://t.co/atfrkp6goy,positive,negative
"@americanair 4 phone calls, 2 hrs sent back &amp; forth two lines terminal skycap finds solution",negative,negative
@southwestair weather keeps slowing us down. fault. 1st time southwest flight mine late flight can't complain :),positive,negative
"@usairways sure, dm'ed you.",neutral,neutral
"@united needs get home 24th, they're telling it'll 25th @ night. compensation anything done?",negative,negative
"@united log in, view reservations, try view specific reservation &amp; takes back login page,",negative,negative
"@united great, thank you!",positive,positive
@united chance allowing reflight booking problems yet travel denver weekend due impending storm?,neutral,negative
@southwestair great job passbook integration! it’ll really help streamline commute san fran! 😊☕📲✈,positive,positive
@united departed? awaiting inbound plane yesterday three hours never arrived. stay overnight (again).,negative,negative
@americanair nice would helpful flight attendants instead rude nasty ones employ. #whyareyouyelling,negative,negative
"@usairways last night charlotte nc i'm seriously debating never flying again. 50 minute tarmac, connection leaves.",negative,negative
@jetblue thanks. use extra time shopping! somebody say duty free?,positive,negative
"@united mr, way now, thought id detail extravaganza you... #dobetter #please http://t.co/v8pvphmtzc",negative,neutral
@jetblue got it. thanks quick reply.,positive,positive
@usairways i'm glad sorry i'm homeless night. makes feel secure.,negative,negative
@united definitely will!,neutral,positive
@united people would catch flights attendants help!,negative,negative
@americanair father loved working well panam,positive,negative
@americanair one.?i booked 6 different ones past 2 days,negative,negative
@jetblue airways stock rating lowered vetr inc. (jblu) - dakota financial news http://t.co/qw2ebeemvg,neutral,neutral
@united nope! i'm ua 174 supposed leave 6:47 still gate. apparently pull back de-ice.,negative,negative
@americanair check dm please,neutral,neutral
@usairways hope so. last spoke baggage team... sure city bag in.,negative,negative
@jetblue thank you! new big fan :),positive,positive
@virginamerica crap channels pay watch uk tv,negative,negative
@united worst airline world! crap website worthless app late flight flight. suck! shut down.,negative,negative
@southwestair one use companion pass w/ points flight booking problems cash fares? thx!,neutral,neutral
@united sitting plane 3:15 unreal. 2+ day nightmare end?,negative,negative
@jetblue @ferrissalameh love jetblue's speedy twitter customer service.,positive,positive
@united rebooked take bus portland maine boston. told united cover charge.,negative,negative
@usairways cancelled flightled original flight aruba. way home told seats. never flying @usairways,negative,negative
@americanair issue lack consideration announcement made late flight gate agent hour.,negative,negative
@usairways worst flying experience life. flight scheduled departure 5:44pm phl. 5+ hrs late flightr guess am?,negative,negative
@united completed form doubt use. ua care. 6 day vacation 5. sure ua feel responsibility that...,negative,negative
@united go back home! use company available. unfair stay 24 h traveling,negative,negative
@jetblue kids fly. hire people care them. guy. #jetblue http://t.co/clvlhfguzw,negative,negative
“@united: @battierccipuppy puppy cute. look forward board. thanks high five. ^ey” 👏👏,positive,positive
@jetblue know u define #controllableirregularity,neutral,negative
@usairways many agents working handle thousands calls?,negative,negative
@usairways yes. every one every flight like this. needs velcro something,negative,negative
@americanair rebooked get notified cancelled flightled,negative,negative
@americanair guess bs airportcardio given cannot time flight,negative,negative
@united made remove 1 pound checked bag otherwise would charge $200. loyal flier 10 years - time change.,negative,negative
@united patient agent explains booked new flight 6:18 plane arrive 6:07,negative,negative
"@united horrific flight experience, guys made never want fly airplane every again!!!!!!!",negative,negative
@united nothing else ^gj? customer service?,negative,negative
@southwestair tsa pre showing boarding passes i've followed steps. please help.,negative,neutral
@southwestair maybe machine...,neutral,neutral
@united great job losing one six bags direct flight. know manage it.,negative,negative
@jetblue i’m getting “it depends” vibe. fair enough!,neutral,negative
@americanair upset cannot select seats tuesday flight online phone. terrible customer service :( please help!,negative,negative
"@americanair mechanical issue? evidence points idea it’s ils cll fault, weather.",negative,negative
"@united i'm checked in, agent tag bags 7am. i'm standing line hell.",negative,negative
@americanair @delta @virginatlantic need vacation ice! http://t.co/45ktssk18j,neutral,neutral
@usairways ok thanks,neutral,positive
@virginamerica weather delays &gt; next weeks ;) #jfk #bos #dca,neutral,negative
@southwestair companion pass please!,neutral,neutral
@usairways sitting tarmac waiting deplane 40+ minutes. level service i've come expect.,negative,negative
@americanair nice aa employee making skillful excuses late flightness due catering snafu... http://t.co/ypvpvdltys,negative,negative
@americanair worry. i'll sending letter expect compensation. fly twice week w/you guys...for,negative,negative
@malhoit least got response @americanair via twitter. went 0 2 yesterday.,negative,negative
@usairways hi! dividend miles account accidentally listed newly married name opposed legal name. trying book,neutral,neutral
@southwestair thank ^ah. still wish someone picked phone - 3hrs- dead phone. taking tweet refund confirmation.,negative,negative
@usairways tried call customer service line kept que 45 mins...... please hold =we care,negative,negative
"yessir rt “@americanair: @yourlocalnyer good morning, rob. we're showing flight sunny mexico pushed gate.”",neutral,negative
@usairways i've hold hour trying change flight!!! come,negative,negative
@united please give special thanks aaron tampa office helping literally two hours! he's amazing. mission accomplished!,positive,positive
"@usairways ok day 11 trying book flight 4. ur system still says ""due weather….call back late flightr"" #outofbusiness ?",negative,negative
@usairways even simple google search flight number tells gate difficult sure #disappointed,negative,negative
@usairways would nice offered flight credit. especially since i'm staring empty overhead room.,negative,negative
@americanair 70 days contact human apology letter. @americanair #yucki. read soon http://t.co/9r9omzqavi,negative,negative
@jetblue ok!!! that's super helpful. thank you. i'll reach questions.,positive,positive
"@jetblue okie doke! knowing you, fix ;)",positive,positive
@united i'm another country - please cancelled flight reservation. i've booked swiss air,neutral,negative
@americanair going since can't take option gave me. type refund me?,negative,negative
@americanair flight 353,neutral,negative
@jetblue @professorpaul15 always happy help!,positive,positive
@americanair bad weather happens lack preparation inexcusable. depending good weather good business model.,negative,negative
@united switched fly united delta past two trips disappointed. ua4646 2/23 delayed 3 hours!!,negative,negative
"@jetblue tried. they're helpful. terrible customer service, airport, least.",negative,negative
@united res # 0167560070877 fsqthg thanks,neutral,negative
@americanair forgot select ksml flight la minutes 24 hour mark. way change it?,neutral,negative
"@virginamerica love team running gate e9 las tonight. waited delayed flight, kept things entertaining",positive,negative
@jetblue work. fly-fi plus access abc app. spent $19 still missed oscars. #disappointed,negative,negative
@southwestair luggage still found. luggage scanned final destination. way knowing is!,negative,negative
@americanair might urgent really me. (5),negative,negative
@southwestair flight nashville cancelled flightled. another flight? i've trying call &amp; cannot get human,negative,negative
@usairways customer service clt terrible!!! flight delayed jfk 2 hours! get clt horrid customer service!,negative,negative
"@usairways empty first class seats flight check in, automatically upgraded?",neutral,negative
@southwestair really offer sweeps link going work! b http://t.co/nofg0tqhyn,negative,negative
@united guys suck. delay flights can't hold connectors 10 minutes??? #worstairlineever,negative,negative
"@americanair hi, discount award policy credit card holders change? longer seeing chart specials site. thanks!",neutral,neutral
@jetblue better find way get puerto rico tomorrow morning besides charging us three times cash originally paid,negative,negative
"@usairways no. felt could better making emails feel little less “we don’t care. we’re automated.""",negative,negative
@southwestair stuck sju several hours one answering here. really tough luv sw. response bad.,negative,negative
@usairways absolutely!! staff amazing!!,positive,positive
@jetblue happening flight fll sfo? delay reroute?,negative,negative
@americanair worst customer service experience ever. bad i'm lawyer. enjoy wrath.,negative,negative
@united know probably way get cheaper airfare ticket flight leaving hours? 🙏,neutral,negative
@virginamerica thanks outstanding nyc-jfk crew moved mountains get home san francisco tonight!,positive,positive
@jetblue plane stuck newburgh start. weather relate flightd well. passengers plane 10 hrs.,negative,negative
@americanair called - hung up.,negative,negative
@united yr team hold hour unhelpful pls answer question.,negative,negative
@americanair i've hold another hour still nothing. cancelled flighted flight supposed six hours now. #stranded,negative,negative
@jetblue best airline world,positive,positive
@americanair purchased main cabin xt f-1571aus. flight cancelled flightled rescheduled 1600 regular seats. credit?,negative,negative
@americanair flight cancelled flightled guys help?,negative,negative
"@southwestair multiple attempts, finally able submit late flight last night.",negative,negative
@usairways rebooked sucked big time. crappy layover. customer service sub-par.,negative,negative
@united bags yet? palm springs airport. lax. come beat bags here.,negative,negative
@americanair - platinum. flying usair stranded clt. answering phones. rebook me. please help?,negative,negative
@jetblue 290 boston,negative,negative
@jetblue boston gate c12,neutral,negative
@united efficient layout kiosks/bag drop lines would help definition space. additional friendly helpful staff,negative,negative
@united 3 hours ago. need work bag make hotel time need go elsewhere.,negative,negative
"@americanair curious. thanks response always, good bad. better competition.",positive,negative
@usairways never flying guys again. customer service awful,negative,negative
@jetblue managers telling us write letter we're upset tickets leave tomorrow getting cancelled flightled without notice,negative,negative
@jetblue thanks $100 credit 4hr delay. tell customer service means lot #thankful,positive,negative
"@southwestair beautiful, thanks ton!",positive,positive
@jetblue @wsj team offer in-#flight access journal ... - digital journal http://t.co/ucf0b0bq8r,neutral,neutral
"@americanair also, wait 2 hours speak someone phone? can't wait 2 hours. :(",negative,negative
"@united tonight, got hotel 14hrs traveling still reaching destination disappointed. thanks",negative,negative
"@americanair ok no-one help bag lost honeymoon 3months ago, responsible professional",negative,negative
@usairways delayed flight phil stt looks like we'll miss car ferry john lodging is. help housing?,negative,negative
.@virginamerica mean policy destroyed luggage?,negative,negative
@jetblue flights delayed :)))&gt;&gt;&gt;,negative,negative
"@usairways already did. question is, still say progress @askpaypal? 6 days.",negative,negative
"@jetblue thank you! love, anxious flyer.",positive,positive
"@americanair ""thank contacting american. email address written unmonitored account”",neutral,neutral
"@usairways forget reservations. thank great leadership company, i've cancelled flighted flight. again, thank you.",negative,negative
@united yes did. terrible service courrier,negative,negative
@united understand flight paid premium getting cancelled flighted best next available flight...,negative,negative
".@united really addressed somewhere website, find completely irritating &amp; unable take flight now.",negative,negative
@usairways hold two hours got hung on. oh god.,negative,negative
@americanair last 8 hours. customer service horrendous. flown delta,negative,negative
@usairways cancelled flighted flight told call rebook. hold 48 minutes 4 still waiting,negative,negative
@southwestair twitter cust svc rule 1 dont say fell short. told u u did! #2 u cant solve problem say anything all!,negative,negative
@americanair flight ba1551 departing tomorrow (wednesday) - cancelled flightled anyone make airport weather?,neutral,negative
@united friends sitting houston since 7am flight cancelled flighted.still answers. #badcustomerservice #$10voucherwhatajoke,negative,negative
@usairways @americanair get thru hold 3 hours ?,negative,negative
@usairways completely ruined pro athlete's ability prepare race. help get bike needs dr?!,negative,negative
@jetblue flight 577 fll sfo. speed line even though paid it. coffee flight. non stop unscheduled stop,negative,negative
@jetblue would go dallas see grand baby miss much. feel like piece heart there.,neutral,negative
@usairways best!!! follow please;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,positive,neutral
@jetblue guys know musicians sensitive safety instruments flying. good reason.,negative,positive
@virginamerica sfo-pdx schedule still mia.,negative,negative
"@americanair ""bag yet located"". again, 5th time i've checked it. tracking bag hard system?",negative,negative
@americanair excellent! love guys! first class i'll hug ya'll! see shortly!,positive,positive
"@united hi, flight 1051. try book new one way, flight departure shows 3:55pm seems accurate.",positive,negative
@united - terrible experience ua415 17th. 1st exit row economy zero legroom. row booked return can't change.,negative,negative
@americanair stuck plane dallas that's supposed going okc. there's issue w/ plane. idea much longer?,negative,negative
"@jetblue tried calling multiple times, wait finally connects get hung",negative,negative
@united guy named otis ord knows #customerservice is. able get bag me. upgraded sure,positive,negative
"@jetblue well, thankfully they've got nice food court here...when update posted?",positive,negative
@united hope corporate office ready deal rage created shitty service bullshit pilots. #unitedairlinessucks,negative,negative
"@americanair would awfully nice could send alert flight cancelled flighted. text, email, love...",negative,negative
@united tried book flight iah-mnl departing 3/31/15 returning 4/17/15 advertising 9 flights $1051 can't book!,negative,negative
@southwestair fixing wifi! 3rd flight working. 800 series plane like old plane.,negative,negative
@jetblue whole plane. flight 561 lga pbi http://t.co/4ktk2hsmgy,neutral,negative
"@southwestair, answered right away new res, can't rebook people supposed leave today? worst customer service.",negative,negative
"@americanair seems like queue times high, q waiting agent 4 almost hour.flight got cancelled flightled. http://t.co/sdm2wvr3zr",negative,negative
"@united thanks. weather understandable, every single domestic flight delayed inbound int'l flights, crazy",negative,negative
"@usairways spoke phone 3 4 times, resolution. i'm still waiting get money back prices jacked",negative,negative
@southwestair love southwest. accept flight attendants many talents always! #flyswa,positive,positive
"@americanair waiting line hour san antonio, barely moved &amp; two agents. 30 front &amp; least 40 behind.",negative,negative
"@americanair slept miami airport due mechanical issues given 10,000 bonus miles try make right. #slapintheface",negative,negative
.@usairways given up?,negative,negative
@americanair exactly ill flying aa @dulles_airport dallas! airline trust!,positive,negative
.@united link? email offers u sent year buy/transfer miles.the last 1 expired http://t.co/zzps5ywve2,negative,neutral
"@jetblue want helpful, find us seat. quote terms conditions. #jetbluefail",negative,negative
"@united ask lot customers routinely screw over. know that, right?",negative,negative
"@virginamerica awaiting return phone call, would prefer use online self-service option :(",negative,negative
@usairways trying talk dividend miles rep 2 days now. holding 2 hours day. options?,negative,negative
@americanair flight dca need change asap help can't get,negative,negative
@usairways keep calling help line (800) 428-4322 keeps saying busy help &amp; call back late flightr. week now!,negative,negative
@usairways keep missing updated connections. need make #jax friend's wedding! #strandedattheairport,negative,negative
@united thanks jt,positive,positive
@united know aware premier access lines closed terminal. feel love.,negative,negative
"@jetblue hmmm says im following you. got de-iced, still haning around runway clear..",negative,negative
@usairways help im falling one planes,negative,negative
@united need assistance. due incompetence need reschedule connection. never fly @united again.,negative,negative
@southwestair thx customer service rep alex patient help reflight booking problems cancelled flighted flight getting us tmrw!,positive,negative
@united still sucks. understand two cust service agents long line houston international b gate #unitedsucks,negative,negative
@united help appreciated. that's looong wait help something that's fault,negative,negative
@united what's girl gotta get flight name change bought one mean ex boyfriend needs girl's trip stat?!,neutral,negative
@southwestair :( thanks opportunity...,positive,positive
"@southwestair 75 mins hold, finally hung up! ridiculous wait times. assist cancelled flighting reservation?",negative,negative
@americanair snow st. louis. cold snow. hub flights welcome.,neutral,positive
@united thank you. flew newark vail/eagle.,positive,positive
"@americanair tickets offices boston? impossible book phone use vouchers website, headache. please help!",negative,negative
"stop madness ""@jetblue: fleet's fleek. http://t.co/q5a7jtki5k”",negative,neutral
peak #caucasity rt @jetblue fleet's fleek. http://t.co/csnrpvy9b9,neutral,neutral
@usairways i've hold 90 minutes. terrible customer service. messed reservation! http://t.co/oylgeao7y8,negative,negative
@americanair big surprise flight 2330 delayed. hopefully 6 hours like flight here. thanks sleepless night.,negative,negative
@usairways sat ramp 45 min missed connection. one seems concerned usairways.,negative,negative
@southwestair listening center open seating like planes. #ragandisney,positive,positive
@southwestair broke stroller wife baby gate checked. told problem. calling list preferred line now.,negative,negative
"@americanair went check flight 24 hr advance, husband seated separately 6hr flight! happen??",negative,negative
"@jetblue guys, really bad @jetblue #fail . someone better call wife back get handled. 203-382-3312 waits hold....",negative,negative
@americanair makes small improvements retains program win all. keep crappy food change advantage lose,negative,negative
@usairways flight going cancelled flightled every week might well business class.,negative,negative
"@jetblue not! woman who's lead, working gate c26.",positive,negative
@jetblue apparently not.,negative,negative
@southwestair almost gate 1156 sf. please wait 60 seconds.,negative,negative
@united terribly disappointed. confirmed reservation delayed cust. service staff helpful finding alternate solution.,negative,negative
@jetblue late flight lost almost 3 hours bay area weekend mention two hours unnecessary vacation time work. #flt348,negative,negative
@united lost bag process broken. agent promised they'd call &amp; hold bag found. they're waking 3am w/ delivery. #fail,negative,negative
"@virginamerica getaway deals may, $59 one-way. lots cool cities http://t.co/b2xi4yg5t8 #cheapflights #farecompare",positive,neutral
@usairways hundreds people line less half desks manned clt. help?,negative,negative
"@united 18 flights far year. 13 delays including 2 cancelled flightations. late flightst reason, crew needed mandatory sleep. mexico!",negative,negative
@americanair sort live chat feature? we're uk right call would cost us alot. :(,neutral,negative
@united must 100 people waiting line customer service den deal flight cancelled flightations.,negative,negative
"@americanair late flight now. boarded, exit rows taken. could gotten worse. guy next 2 bought 2 seats. #miserablemorning",negative,negative
"@americanair appreciate update. also appreciated pilots effort explain us now. accurate, authoritative comms vital.",positive,negative
"@usairways @garywerk poor excuse. towards front plane, sandwiches, pay them,",negative,negative
@americanair flying us air again. changes cancelled flightations leading today's big finale unacceptable.,negative,negative
@southwestair jh thank you. finally got second time.,positive,positive
@united least could offer ticket coach instead cancelled flighting reservation glitch!!! #notfair,negative,negative
@southwestair flight 1028 delayed 1.5 hours. another week another delayed flight,negative,negative
@usairways long reply,negative,negative
@united also can't pre-select seats sfo-&gt;yyz flight? i'm canadian flight booking problems http://t.co/azltjhf7lv.,negative,negative
"@jetblue glitches website re: flight booking problems travel &amp; checking in. nothing ur site &amp; airport communicated, nightmare.",negative,negative
@united know flight details bc need explore options i'm unable bc site let me.seems ongoing,negative,negative
@jetblue hung get name. took accountability keeping hold +20min. next rep able track name,negative,negative
"@virginamerica flight 769 way? supposed take 30 minutes ago. website still shows ""on time"" ""in flight"". thanks.",neutral,negative
@usairways hi guys! flights 5594 3937 still time? site app can't check. thanks!,neutral,negative
@southwestair #destinationdragons id favorite band met 2bestfriends thanks them! would life changing see them!,neutral,neutral
@southwestair long delayed boarding get free drink? #gettingthirsty,negative,negative
@southwestair wasn't. hour frustrated hang up.,negative,negative
@southwestair yes please.my son lives nj.,neutral,neutral
@usairways pride service? concerns wife everyone else flight? care????!!!,negative,negative
@americanair received email requesting call res. keep getting kicked phone system. help?,negative,negative
@usairways us 728/feb 21 kim says: leaving 15 minutes paperwork done. wheels ~ 1.5 hours late flightr.,negative,negative
@southwestair could please tell way add rr# flight already took place?,neutral,negative
@usairways flt 1820 2rsw could extended courtsey waiting 2min 4 10 us.... gates closed r faces. ur fired,negative,negative
@united i'm desperately trying understand girlfriend treated cancelled flightled/delayed flight. #unacceptable #ord,negative,negative
"@americanair - i'd happy hold phone, phone system allowing simply hangs up.",negative,negative
@jetblue little time that..lol. well actually lot more. 36 days more. i'm excited!!,positive,negative
@americanair says web site u fly directly ord dub. try book says not. stopped ?,negative,negative
please don't. rt “@jetblue: fleet's fleek. http://t.co/gdzadxzbya”,neutral,neutral
"@usairways going planned understatement. flight changed again. family emergency, i'd cancelled flight.",negative,negative
"@americanair got it, paying extra sit way back. awesome. never again.",negative,negative
"@usairways whole handling joke.boston logan one little old lady,one handling customers http://t.co/dh2rfuijyp",negative,negative
"@americanair also problem calling us all. airlines send automatic call email, rebook courtesy.",negative,negative
@jetblue get email. thought supposed reply those😂,neutral,negative
@usairways call hung me..,negative,negative
@americanair can't keep dialing guys day. get callback queue?,negative,negative
@usairways take account $450 cost 2 rent car 2 drive home,neutral,negative
"@americanair thanks forcing check -in carry - luggage. exactly spent extra money ""travel size"" toiletries",positive,negative
"@americanair yes. however, seats assign us day never together. want sit husband! impossible?",negative,negative
@americanair i've hold 3 half hours now. thanks cancelled flighting flight notifying me.,negative,negative
@jetblue 20min line stood drop bag off?,negative,negative
@usairways mean 10:30pm. i'd vegas i'd allowed original flight.,negative,negative
"@united thanks letting sleep dia ensure ruin much vacation possible. wait, no, fuck you. #unitedairlinessucks",negative,negative
@united thanks. means 30 minutes make international connection hkg,neutral,negative
"@jetblue ridiculous 1.5 hours coming waiting deplane, newborns board",negative,negative
@americanair told 7pm bags would 1000% house 9pm. well they're continue lied to.,negative,negative
@usairways get through?,negative,negative
@united -huge kudos fo sunday's flt #1623 sjo-iad. handed daughter first pair wings! keeping traditions alive.,positive,positive
@southwestair never choose @usairways again! #getmeoffthisbird,negative,negative
@united earth could close united club atlanta? major #fail airport size,negative,negative
@americanair cost 200 dollars flight cancelled flightled even give food comp!! fly @jetblue @delta take,negative,negative
@southwestair finally boarded. looks like i'll make final destination baggage # baggagefail #bagsflyfreebutnotwithme,negative,negative
@virginamerica get help support ticket? 15 days.... incident: 150202-000419 thank you!,negative,negative
"@usairways thanks you, incurred us approximately 2000 dollars fees due staff members screw up. #neveragain",negative,negative
@usairways thanks betty working gate ilm lovely gate agents clt helping get home 2 phx tonight instead tomorrow,positive,negative
@americanair gotta worse @delta w/ time departures. rushed back terminal c 8:25 flight strtd boarding.,negative,negative
@americanair origin/destination/dates same. going us airways connecting flight aa direct flight. award saver level.,neutral,neutral
@usairways suck philadelphia. let us plane! #phl,negative,negative
"@usairways ""admirals club"" clt rude, ignorant front desk staff...@americanair fallen far...thanks doug parker!!!",negative,negative
@southwestair told customer service customer relations extend expiration date unused travel funds.,negative,negative
@usairways follow experience: http://t.co/wjiigztiwg,negative,neutral
@usairways happy note 719 crew wonderful. can't say enough great things pilot. he's us.,positive,negative
"@jetblue another awesome telephone experience @jetblue thank you, cory! #greatcustomerservice✈☺",positive,positive
